,driverId,constructorId,grid,year_x,circuitId,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,statusId_1,statusId_2,statusId_3,positionOrder,Column1
210,847,3,17,2019,10,0,0,0,0,1,1.0,0.0,0.0,0,1.1074231e-22
211,8,51,5,2019,10,0,0,0,0,1,1.0,0.0,0.0,0,0.04074353
212,841,51,11,2019,10,0,0,0,0,1,1.0,0.0,0.0,0,8.408679e-12
213,842,9,4,2019,10,0,0,0,0,1,0.0,0.0,1.0,0,0.0
214,822,131,3,2019,10,0,0,0,0,1,0.0,0.0,1.0,0,0.0
215,807,4,9,2019,10,0,0,0,0,1,0.0,0.0,1.0,0,0.0
216,844,6,10,2019,10,0,0,0,0,1,0.0,0.0,1.0,0,0.0
217,846,1,19,2019,10,0,0,0,0,1,0.0,0.0,1.0,0,0.0
218,817,4,13,2019,10,0,0,0,0,1,0.0,0.0,1.0,0,0.0
219,815,211,8,2019,10,0,0,0,0,1,0.0,0.0,1.0,0,0.0
220,1,131,3,2019,11,1,0,0,0,0,1.0,0.0,0.0,1,0.10991526
221,830,9,1,2019,11,1,0,0,0,0,1.0,0.0,0.0,0,0.009830147
222,20,6,5,2019,11,1,0,0,0,0,1.0,0.0,0.0,0,0.033219576
223,844,6,4,2019,11,1,0,0,0,0,1.0,0.0,0.0,0,1.6804368e-05
224,832,1,8,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
225,842,9,6,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
226,8,51,10,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
227,822,131,2,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
228,846,1,7,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
229,848,5,12,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
230,815,211,16,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
231,807,4,11,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
232,825,210,14,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
233,817,4,20,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
234,826,5,13,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
235,847,3,15,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
236,840,211,18,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
237,841,51,17,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
238,9,3,19,2019,11,1,0,0,0,0,0.0,1.0,0.0,0,0.0
239,154,210,9,2019,11,1,0,0,0,0,0.0,0.0,1.0,0,0.0
240,844,6,1,2019,13,0,0,0,0,1,1.0,0.0,0.0,1,0.1883854
241,1,131,3,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,0.3354559
242,822,131,4,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,4.9622452e-11
243,20,6,2,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,0.14568475
244,848,9,17,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,4.2018793e-22
245,815,211,7,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,1.144418e-28
246,826,5,19,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,3.381612e-24
247,807,4,12,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,4.0319556e-10
248,842,5,13,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,5.4615546e-14
249,840,211,16,2019,13,0,0,0,0,1,1.0,0.0,0.0,0,0.0
250,846,1,11,2019,13,0,0,0,0,1,0.0,0.0,1.0,0,0.0
251,825,210,8,2019,13,0,0,0,0,1,0.0,1.0,0.0,0,0.0
252,154,210,9,2019,13,0,0,0,0,1,0.0,1.0,0.0,0,0.0
253,817,4,10,2019,13,0,0,0,0,1,0.0,1.0,0.0,0,0.0
254,847,3,14,2019,13,0,0,0,0,1,0.0,1.0,0.0,0,0.0
255,8,51,6,2019,13,0,0,0,0,1,0.0,1.0,0.0,0,0.0
256,9,3,0,2019,13,0,0,0,0,1,0.0,1.0,0.0,0,0.0
257,841,51,18,2019,13,0,0,0,0,1,0.0,0.0,1.0,0,0.0
258,832,1,15,2019,13,0,0,0,0,1,0.0,0.0,1.0,0,0.0
259,830,9,5,2019,13,0,0,0,0,1,0.0,0.0,1.0,0,0.0
260,844,6,1,2019,14,0,0,0,0,1,1.0,0.0,0.0,1,0.19160116
261,822,131,3,2019,14,0,0,0,0,1,1.0,0.0,0.0,0,1.2066828e-09
262,1,131,2,2019,14,0,0,0,0,1,1.0,0.0,0.0,0,0.38643748
263,817,4,5,2019,14,0,0,0,0,1,1.0,0.0,0.0,0,0.12052104
264,807,4,6,2019,14,0,0,0,0,1,1.0,0.0,0.0,0,0.05528763
265,848,9,8,2019,14,0,0,0,0,1,1.0,0.0,0.0,0,0.00048154593
266,815,211,18,2019,14,0,0,0,0,1,1.0,0.0,0.0,0,0.0
267,830,9,19,2019,14,0,0,0,0,1,1.0,0.0,0.0,0,3.010067e-24
268,841,51,10,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
269,846,1,16,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
270,842,5,17,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
271,840,211,9,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
272,20,6,4,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
273,847,3,14,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
274,8,51,0,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
275,154,210,13,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
276,9,3,15,2019,14,0,0,0,0,1,0.0,1.0,0.0,0,0.0
277,825,210,11,2019,14,0,0,0,0,1,0.0,0.0,1.0,0,0.0
278,826,5,12,2019,14,0,0,0,0,1,0.0,0.0,1.0,0,0.0
279,832,1,7,2019,14,0,0,0,0,1,0.0,0.0,1.0,0,0.0
280,20,6,3,2019,15,0,0,0,0,0,1.0,0.0,0.0,1,0.13024256
281,844,6,1,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,0.31858492
282,830,9,4,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,0.06164953
283,1,131,2,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,0.37463582
284,822,131,5,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,1.7606098e-06
285,848,9,6,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,0.027555466
286,846,1,9,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,0.00072678924
287,842,5,11,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,1.8459545e-05
288,807,4,8,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,0.004888177
289,841,51,10,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,5.43115e-06
290,154,210,17,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,4.6528583e-18
291,832,1,7,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,0.01643908
292,840,211,16,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,2.6132214e-28
293,817,4,20,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,8.4627895e-12
294,826,5,14,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,3.3764016e-07
295,9,3,19,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,1.0117176e-05
296,825,210,13,2019,15,0,0,0,0,0,1.0,0.0,0.0,0,3.020004e-24
297,8,51,12,2019,15,0,0,0,0,0,0.0,0.0,1.0,0,0.0
298,815,211,15,2019,15,0,0,0,0,0,0.0,0.0,1.0,0,0.0
299,847,3,18,2019,15,0,0,0,0,0,0.0,0.0,1.0,0,0.0
300,1,131,2,2019,71,0,0,0,0,1,1.0,0.0,0.0,1,0.9187779
301,822,131,4,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,2.8086038e-07
302,844,6,1,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,0.0007531643
303,830,9,9,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,1.9975256e-16
304,848,9,0,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,0.114144236
305,832,1,5,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,1.03694955e-08
306,815,211,11,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,1.0867457e-29
307,846,1,7,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,5.859373e-13
308,825,210,13,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,3.1123132e-34
309,807,4,6,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,3.348492e-10
310,840,211,14,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,3.9781684e-37
311,826,5,19,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,3.8487897e-31
312,8,51,15,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,3.0762285e-20
313,842,5,16,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,1.2723545e-27
314,841,51,12,2019,71,0,0,0,0,1,1.0,0.0,0.0,0,5.1699455e-19
315,9,3,18,2019,71,0,0,0,0,1,0.0,0.0,1.0,0,0.0
316,847,3,17,2019,71,0,0,0,0,1,0.0,0.0,1.0,0,0.0
317,20,6,3,2019,71,0,0,0,0,1,0.0,0.0,1.0,0,0.0
318,817,4,10,2019,71,0,0,0,0,1,0.0,0.0,1.0,0,0.0
319,154,210,8,2019,71,0,0,0,0,1,0.0,0.0,1.0,0,0.0
320,822,131,3,2019,22,1,0,0,0,0,1.0,0.0,0.0,1,0.0003604591
321,20,6,1,2019,22,1,0,0,0,0,1.0,0.0,0.0,0,0.6332941
322,1,131,4,2019,22,1,0,0,0,0,1.0,0.0,0.0,0,0.027787328
323,848,9,6,2019,22,1,0,0,0,0,1.0,0.0,0.0,0,1.0825996e-05
324,832,1,7,2019,22,1,0,0,0,0,1.0,0.0,0.0,0,1.3525347e-05
325,844,6,2,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
326,842,5,9,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
327,815,211,17,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
328,840,211,12,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
329,826,5,14,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
330,846,1,8,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
331,8,51,13,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
332,154,210,10,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
333,841,51,11,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
334,825,210,19,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
335,847,3,18,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
336,9,3,0,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,5.1143087e-22
337,830,9,5,2019,22,1,0,0,0,0,0.0,0.0,1.0,0,0.0
338,817,4,16,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
339,807,4,15,2019,22,1,0,0,0,0,0.0,1.0,0.0,0,0.0
340,1,131,3,2019,32,0,0,0,0,1,1.0,0.0,0.0,1,0.004071355
341,20,6,2,2019,32,0,0,0,0,1,1.0,0.0,0.0,0,0.16169205
342,822,131,6,2019,32,0,0,0,0,1,1.0,0.0,0.0,0,9.6697005e-11
343,844,6,1,2019,32,0,0,0,0,1,1.0,0.0,0.0,0,0.1702171
344,848,9,5,2019,32,0,0,0,0,1,1.0,0.0,0.0,0,0.04289055
345,830,9,4,2019,32,0,0,0,0,1,1.0,0.0,0.0,0,0.081169575
346,815,211,11,2019,32,0,0,0,0,1,1.0,0.0,0.0,0,9.531225e-31
347,817,4,13,2019,32,0,0,0,0,1,1.0,0.0,0.0,0,3.319061e-12
348,842,5,10,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
349,807,4,12,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
350,826,5,9,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
351,840,211,16,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
352,832,1,7,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
353,841,51,15,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
354,825,210,17,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
355,847,3,19,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
356,154,210,18,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
357,9,3,20,2019,32,0,0,0,0,1,0.0,1.0,0.0,0,0.0
358,8,51,14,2019,32,0,0,0,0,1,0.0,0.0,1.0,0,0.0
359,846,1,8,2019,32,0,0,0,0,1,0.0,0.0,1.0,0,0.0
360,822,131,1,2019,69,1,0,0,0,0,1.0,0.0,0.0,1,0.12544376
361,1,131,5,2019,69,1,0,0,0,0,1.0,0.0,0.0,0,3.616272e-05
362,830,9,3,2019,69,1,0,0,0,0,1.0,0.0,0.0,0,0.16378504
363,844,6,4,2019,69,1,0,0,0,0,1.0,0.0,0.0,0,0.16343263
364,848,9,6,2019,69,1,0,0,0,0,1.0,0.0,0.0,0,0.16113257
365,817,4,9,2019,69,1,0,0,0,0,1.0,0.0,0.0,0,0.16746888
366,846,1,8,2019,69,1,0,0,0,0,1.0,0.0,0.0,0,0.16041744
367,832,1,7,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
368,807,4,11,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
369,815,211,0,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
370,8,51,17,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
371,826,5,13,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
372,840,211,14,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
373,841,51,16,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
374,154,210,15,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
375,842,5,10,2019,69,1,0,0,0,0,0.0,0.0,1.0,0,0.0
376,847,3,18,2019,69,1,0,0,0,0,0.0,1.0,0.0,0,0.0
377,825,210,12,2019,69,1,0,0,0,0,0.0,0.0,1.0,0,0.0
378,9,3,19,2019,69,1,0,0,0,0,0.0,0.0,1.0,0,0.0
379,20,6,2,2019,69,1,0,0,0,0,0.0,0.0,1.0,0,0.0
380,830,9,1,2019,18,1,0,0,0,0,1.0,0.0,0.0,1,0.023709804
381,842,5,6,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,5.8153432e-06
382,832,1,20,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,3.3382122e-10
383,8,51,8,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,0.0032677352
384,841,51,12,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,3.3471637e-10
385,817,4,11,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,7.2127716e-07
386,1,131,3,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,0.17502671
387,846,1,10,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,5.572572e-07
388,815,211,15,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,2.7955448e-29
389,826,5,16,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,6.323244e-08
390,825,210,9,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,7.748057e-25
391,847,3,18,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,2.605612e-09
392,154,210,7,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,0.0005494058
393,848,9,5,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,1.3276588e-05
394,807,4,13,2019,18,1,0,0,0,0,1.0,0.0,0.0,0,5.5263854e-07
395,9,3,19,2019,18,1,0,0,0,0,0.0,1.0,0.0,0,0.0
396,20,6,2,2019,18,1,0,0,0,0,0.0,0.0,1.0,0,1.4566037e-35
397,844,6,14,2019,18,1,0,0,0,0,0.0,0.0,1.0,0,0.0
398,840,211,17,2019,18,1,0,0,0,0,0.0,0.0,1.0,0,0.0
399,822,131,4,2019,18,1,0,0,0,0,0.0,0.0,1.0,0,0.0
400,1,131,1,2019,24,1,0,0,0,0,1.0,0.0,0.0,1,0.59623784
401,830,9,2,2019,24,1,0,0,0,0,1.0,0.0,0.0,0,0.006970495
402,844,6,3,2019,24,1,0,0,0,0,1.0,0.0,0.0,0,0.000836581
403,822,131,20,2019,24,1,0,0,0,0,1.0,0.0,0.0,0,1.00034845e-20
404,20,6,4,2019,24,1,0,0,0,0,1.0,0.0,0.0,0,0.05521828
405,848,9,5,2019,24,1,0,0,0,0,1.0,0.0,0.0,0,4.3342818e-05
406,815,211,10,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
407,846,1,6,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
408,826,5,13,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
409,832,1,8,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
410,817,4,7,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
411,807,4,9,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
412,8,51,17,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
413,825,210,14,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
414,154,210,15,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
415,841,51,16,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
416,847,3,18,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
417,842,5,11,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
418,9,3,19,2019,24,1,0,0,0,0,0.0,1.0,0.0,0,0.0
419,840,211,12,2019,24,1,0,0,0,0,0.0,0.0,1.0,0,0.0
